Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Soil-P4S3-c_S162.16S.R2	Soil-P4S3-c_S162.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	28418.0	0.0	230-232	56.0	34.302202829192765	231.00014075585895	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P4S4-a_S98.16S.R1	Soil-P4S4-a_S98.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24242.0	0.0	231-232	55.0	25.435195115914528	231.99987624783435	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P4S4-a_S98.16S.R2	Soil-P4S4-a_S98.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24242.0	0.0	231-232	55.0	41.869482715947534	231.00024750433133	pass	warn	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P4S4-b_S104.16S.R1	Soil-P4S4-b_S104.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24725.0	0.0	232.0	55.0	26.96865520728008	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P4S4-b_S104.16S.R2	Soil-P4S4-b_S104.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24725.0	0.0	230-232	55.0	37.92922143579373	230.99991911021235	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P4S4-c_S110.16S.R1	Soil-P4S4-c_S110.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21856.0	0.0	231-232	55.0	27.466142020497802	231.99990849194728	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P4S4-c_S110.16S.R2	Soil-P4S4-c_S110.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21856.0	0.0	230-232	55.0	39.073938506588576	231.00004575402636	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P5S1-a_S116.16S.R1	Soil-P5S1-a_S116.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22721.0	0.0	231-232	54.0	22.956736059152327	231.99995598785264	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S1-a_S116.16S.R2	Soil-P5S1-a_S116.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22721.0	0.0	230-232	55.0	34.47911623608116	231.0000880242947	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P5S1-b_S122.16S.R1	Soil-P5S1-b_S122.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22136.0	0.0	231-232	54.0	23.685399349475965	231.9999548247199	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S1-b_S122.16S.R2	Soil-P5S1-b_S122.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22136.0	0.0	230-232	55.0	35.82851463679075	231.00009035056019	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P5S1-c_S128.16S.R1	Soil-P5S1-c_S128.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21345.0	0.0	231-232	55.0	23.89786835324432	231.99995315062074	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S1-c_S128.16S.R2	Soil-P5S1-c_S128.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21345.0	0.0	226-232	55.0	36.45350199109862	230.99971890372453	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P5S2-a_S134.16S.R1	Soil-P5S2-a_S134.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21479.0	0.0	232.0	54.0	22.915405745146423	232.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
Soil-P5S2-a_S134.16S.R2	Soil-P5S2-a_S134.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21479.0	0.0	230-232	55.0	33.95409469714605	231.0002793426137	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P5S2-b_S140.16S.R1	Soil-P5S2-b_S140.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25406.0	0.0	231-232	55.0	23.36849563095332	231.99988191765723	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S2-b_S140.16S.R2	Soil-P5S2-b_S140.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25406.0	0.0	230-232	55.0	35.20821853105566	231.00015744312367	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P5S2-c_S146.16S.R1	Soil-P5S2-c_S146.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	26150.0	0.0	232.0	54.0	22.40152963671128	232.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
Soil-P5S2-c_S146.16S.R2	Soil-P5S2-c_S146.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	26150.0	0.0	230-232	55.0	33.93499043977056	231.00026768642448	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P6S1-a_S152.16S.R1	Soil-P6S1-a_S152.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	26625.0	0.0	231-232	55.0	26.55023474178404	231.99996244131455	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P6S1-a_S152.16S.R2	Soil-P6S1-a_S152.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	26625.0	0.0	230-232	55.0	38.38497652582159	231.0000751173709	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P6S1-b_S158.16S.R1	Soil-P6S1-b_S158.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23498.0	0.0	231-232	55.0	25.031917610009362	231.99995744318664	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P6S1-b_S158.16S.R2	Soil-P6S1-b_S158.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23498.0	0.0	230-232	55.0	37.47978551366074	231.00025534088007	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P6S1-c_S163.16S.R1	Soil-P6S1-c_S163.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	26933.0	0.0	207-232	55.0	25.489176846248096	231.99899751234545	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P6S1-c_S163.16S.R2	Soil-P6S1-c_S163.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	26933.0	0.0	230-232	55.0	38.21334422455723	231.00014851668956	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P6S2-a_S99.16S.R1	Soil-P6S2-a_S99.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25351.0	0.0	231-232	55.0	23.620370005128002	231.9999605538243	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	warn
Soil-P6S2-a_S99.16S.R2	Soil-P6S2-a_S99.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25351.0	0.0	230-232	55.0	39.568458837915664	231.00015778470276	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P6S2-b_S105.16S.R1	Soil-P6S2-b_S105.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25575.0	0.0	231-232	55.0	23.61681329423265	231.99996089931574	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S2-b_S105.16S.R2	Soil-P6S2-b_S105.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25575.0	0.0	230-232	55.0	35.241446725317694	231.00015640273705	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P6S2-c_S111.16S.R1	Soil-P6S2-c_S111.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	27541.0	0.0	231-232	55.0	24.988199411786063	231.9999636904978	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S2-c_S111.16S.R2	Soil-P6S2-c_S111.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	27541.0	0.0	230-232	55.0	35.964561925855996	231.00032678551977	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P6S3-a_S117.16S.R1	Soil-P6S3-a_S117.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25455.0	0.0	231-232	54.0	21.90139461795325	231.99996071498722	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S3-a_S117.16S.R2	Soil-P6S3-a_S117.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25455.0	0.0	230-232	54.0	32.31585150265174	231.00027499508937	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P6S3-b_S123.16S.R1	Soil-P6S3-b_S123.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25105.0	0.0	231-232	54.0	23.73630750846445	231.99996016729736	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P6S3-b_S123.16S.R2	Soil-P6S3-b_S123.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25105.0	0.0	230-232	55.0	33.857797251543516	230.99996016729736	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P6S3-c_S129.16S.R1	Soil-P6S3-c_S129.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25305.0	0.0	231-232	54.0	22.378976486860306	231.99996048211815	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S3-c_S129.16S.R2	Soil-P6S3-c_S129.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25305.0	0.0	230-232	54.0	34.25409998024106	231.0000790357637	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S1-a_S135.16S.R1	Soil-P7S1-a_S135.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	29112.0	0.0	231-232	55.0	26.786205001374004	231.99996564990383	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S1-a_S135.16S.R2	Soil-P7S1-a_S135.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	29112.0	0.0	230-232	55.0	36.050425941192636	231.00006870019237	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S1-b_S141.16S.R1	Soil-P7S1-b_S141.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23517.0	0.0	231-232	55.0	27.51201258663945	231.99982991027767	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S1-b_S141.16S.R2	Soil-P7S1-b_S141.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23517.0	0.0	230-232	55.0	38.019305183484285	231.00034017944466	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S1-c_S147.16S.R1	Soil-P7S1-c_S147.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	28255.0	0.0	232.0	55.0	27.63050787471244	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P7S1-c_S147.16S.R2	Soil-P7S1-c_S147.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	28255.0	0.0	230-232	55.0	37.33852415501681	231.0004600955583	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S2-a_S153.16S.R1	Soil-P7S2-a_S153.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	30607.0	0.0	231-232	55.0	25.053092429836312	231.99986931094193	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S2-a_S153.16S.R2	Soil-P7S2-a_S153.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	30607.0	0.0	230-232	55.0	34.96259025713072	231.0002613781161	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S2-b_S159.16S.R1	Soil-P7S2-b_S159.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24416.0	0.0	231-232	54.0	25.626638269986895	231.99991808650066	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S2-b_S159.16S.R2	Soil-P7S2-b_S159.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24416.0	0.0	230-232	55.0	36.336828309305375	231.0001638269987	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S2-c_S164.16S.R1	Soil-P7S2-c_S164.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24742.0	0.0	232.0	55.0	25.426400452671572	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P7S2-c_S164.16S.R2	Soil-P7S2-c_S164.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24742.0	0.0	231-232	55.0	37.18777786759356	231.00024250262712	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S3-a_S100.16S.R1	Soil-P7S3-a_S100.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24601.0	0.0	231-232	54.0	25.275395309133774	231.99995935124588	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S3-a_S100.16S.R2	Soil-P7S3-a_S100.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24601.0	0.0	230-232	55.0	41.76252997845616	231.00016259501646	pass	warn	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S3-b_S106.16S.R1	Soil-P7S3-b_S106.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25542.0	0.0	231-232	54.0	25.604886070002348	231.99996084879805	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S3-b_S106.16S.R2	Soil-P7S3-b_S106.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25542.0	0.0	194-232	54.0	37.14274528228017	230.99886461514367	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S3-c_S112.16S.R1	Soil-P7S3-c_S112.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	26440.0	0.0	231-232	55.0	26.06656580937973	231.9998865355522	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S3-c_S112.16S.R2	Soil-P7S3-c_S112.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	26440.0	0.0	225-232	55.0	37.526475037821484	230.99992435703479	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S4-a_S118.16S.R1	Soil-P7S4-a_S118.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25059.0	0.0	232.0	54.0	25.535735663833353	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P7S4-a_S118.16S.R2	Soil-P7S4-a_S118.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25059.0	0.0	230-232	54.0	38.14996608005108	231.0001197174668	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S4-b_S124.16S.R1	Soil-P7S4-b_S124.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21925.0	0.0	232.0	54.0	27.41619156214367	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P7S4-b_S124.16S.R2	Soil-P7S4-b_S124.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21925.0	0.0	230-232	54.0	39.14709236031927	231.00031927023946	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P7S4-c_S130.16S.R1	Soil-P7S4-c_S130.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21762.0	0.0	232.0	54.0	28.177557209815273	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P7S4-c_S130.16S.R2	Soil-P7S4-c_S130.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21762.0	0.0	230-232	55.0	40.04687069203198	231.0000919033177	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
